Loc,Initial,Germ,SurvWk11,Pods,NumPods,NumSeeds,Herbivory,Mat,MatL,MatDam,MatSire,Pat,PatL,PatDam,PatSire,Block,EarliestGerm,EarliestFlowPod
1.6.22,5,0,0,0,0,0,0,13B4,13B,P63B,Y123G,6D1,6D,B22B,P27F,1,NA,NA
1.6.23,5,0,0,0,0,0,0,8A2,8A,330A,139A,13C2,13C,331B,357B,1,NA,NA
1.6.24,5,0,0,0,0,0,0,9E1,9E,P29J,P29A,9A1,9A,R88G,P63J,1,NA,NA
1.6.25,5,0,0,0,0,0,0,16E1,16E,136A,356A,3C2,3C,P63K,R83F,1,NA,NA
1.6.26,5,0,0,0,0,0,0,11B1,11B,R84E,R81D,4C2,4C,P29C,R81E,1,NA,NA
1.6.27,5,0,0,0,0,0,0,16C2,16C,331A,32A,2A2,2A,P64B,B88B,1,NA,NA
1.6.28,5,0,0,0,0,0,0,19D3,19D,B113A,R84A,8B1,8B,P31M,P63A,1,NA,NA
1.6.29,5,0,0,0,0,0,0,9D2,9D,P38C,R80H,1D1,1D,P31C,P63A,1,NA,NA
1.6.3,5,0,0,0,0,0,0,8B2,8B,P31M,P63A,19D3,19D,B113A,R84A,1,NA,NA
1.6.30,5,1,1,0,0,0,1,18C2,18C,P64C,R83F,13E1,13E,R82K,Y123G,1,162,NA
1.6.31,5,0,0,0,0,0,0,2A1,2A,P64B,B88B,16C1,16C,331A,32A,1,NA,NA
1.6.32,5,0,0,0,0,0,0,20E2,20E,R88B,B86B,8B1,8B,P31M,P63A,1,NA,NA
1.6.33,5,1,1,0,0,0,0,2A4,2A,P64B,B88B,20A2,20A,P83B,P62I,1,194,NA
1.6.34,5,0,0,0,0,0,0,21B3,21B,P62B,R85A,13C1,13C,331B,357B,1,NA,NA
1.6.35,5,0,0,0,0,0,0,8B1,8B,P31M,P63A,20E2,20E,R88B,B86B,1,NA,NA
1.6.36,5,0,0,0,0,0,0,21A1,21A,P63L,B51C,2B1,2B,140A,356A,1,NA,NA
1.6.37,5,1,1,1,6,44,0,4A2,4A,P29E,B22C,16E1,16E,136A,356A,1,162,208
1.6.38,5,0,0,0,0,0,0,21B2,21B,P62B,R85A,13C2,13C,331B,357B,1,NA,NA
1.6.39,5,0,0,0,0,0,0,7A1,7A,P64D,B86B,16D4,16D,337A,120B,1,NA,NA
1.6.4,5,0,0,0,0,0,0,13E1,13E,R82K,Y123G,18C2,18C,P64C,R83F,1,NA,NA
1.6.40,5,0,0,0,0,0,0,16C1,16C,331A,32A,19E1,19E,140B,356A,1,NA,NA
1.6.41,5,0,0,0,0,0,0,16D2,16D,337A,120B,5A6,5A,P29D,P63G,1,NA,NA
1.6.42,5,0,0,0,0,0,0,1D1,1D,P31C,P63A,3E1,3E,B111D,B112F,1,NA,NA
1.6.43,5,1,1,0,0,0,0,9C1,9C,122B,140B,3D1,3D,P27D,B22C,1,176,NA
1.6.44,5,0,0,0,0,0,0,18C4,18C,P64C,R83F,19B1,19B,330A,337A,1,NA,NA
1.6.45,5,0,0,0,0,0,0,20A2,20A,P83B,P62I,8C1,8C,140B,122B,1,NA,NA
1.6.46,1,0,0,0,0,0,0,13B1,13B,P63B,Y123G,5A1,5A,P29D,P63G,1,NA,NA
1.6.47,5,0,0,0,0,0,0,13A3,13A,P71D,P29I,10B1,10B,P38D,R81E,1,NA,NA
1.6.5,5,1,1,0,0,0,0,2A5,2A,P64B,B88B,5A5,5A,P29D,P63G,1,194,NA
1.6.6,5,2,2,1,5,8,0,13B2,13B,P63B,Y123G,12D1,12D,P62E,R80D,1,162,222
1.6.7,5,0,0,0,0,0,0,9E1,9E,P29J,P29A,17D2,17D,Y126C,Y124D,1,NA,NA
1.6.8,5,0,0,0,0,0,0,13C2,13C,331B,357B,21B2,21B,P62B,R85A,1,NA,NA
1.6.9,5,1,0,0,0,0,0,13B3,13B,P63B,Y123G,11C1,11C,R880,B45H,1,162,NA
1.7.1,5,1,1,1,12,6,0,19D2,19D,B113A,R84A,9E1,9E,P29J,P29A,1,NA,222
1.7.10,5,0,0,0,0,0,0,20A3,20A,P83B,P62I,8C1,8C,140B,122B,1,NA,NA
1.7.11,1,0,0,0,0,0,0,15C2,15C,P100D,B22C,8D1,8D,378A,375A,1,NA,NA
1.7.12,5,0,0,0,0,0,0,15D1,15D,R88H,B22C,7B1,7B,P64F,P29H,1,NA,NA
1.7.13,5,0,0,0,0,0,0,8B1,8B,P31M,P63A,19D1,19D,B113A,R84A,1,NA,NA
1.7.14,5,0,0,0,0,0,0,2A5,2A,P64B,B88B,20A2,20A,P83B,P62I,1,NA,NA
1.7.15,5,0,0,0,0,0,0,10B3,10B,P38D,R81E,20E1,20E,R88B,B86B,1,NA,NA
1.7.16,5,1,1,0,0,0,0,14B1,14B,P83I,P29I,13E2,13E,R82K,Y123G,1,190,NA
1.7.17,5,0,0,0,0,0,0,7B3,7B,P64F,P29H,15D2,15D,R88H,B22C,1,NA,NA
1.7.18,5,0,0,0,0,0,0,15D1,15D,R88H,B22C,7B3,7B,P64F,P29H,1,NA,NA
1.7.19,5,0,0,0,0,0,0,1B2,1B,14C,122C,13A1,13A,P71D,P29I,1,NA,NA
1.7.2,5,0,0,0,0,0,0,7B4,7B,P64F,P29H,11D1,11D,140C,122C,1,NA,NA
1.7.20,5,0,0,0,0,0,0,21A1,21A,P63L,B51C,6D5,6D,B22B,P27F,1,NA,NA
1.7.21,5,0,0,0,0,0,0,16C2,16C,331A,32A,2A4,2A,P64B,B88B,1,NA,NA
1.7.22,5,0,0,0,0,0,0,18C3,18C,P64C,R83F,13E1,13E,R82K,Y123G,1,NA,NA
1.7.23,5,0,0,0,0,0,0,9C1,9C,122B,140B,5A3,5A,P29D,P63G,1,NA,NA
1.7.26,5,0,0,0,0,0,0,20A2,20A,P83B,P62I,16D3,16D,337A,120B,1,NA,NA
1.7.27,3,0,0,0,0,0,0,17E1,17E,R85I,R83F,8A2,8A,330A,139A,1,NA,NA
1.7.28,5,0,0,0,0,0,0,16C1,16C,331A,32A,2A2,2A,P64B,B88B,1,NA,NA
1.7.29,5,0,0,0,0,0,0,18C2,18C,P64C,R83F,13E2,13E,R82K,Y123G,1,NA,NA
1.7.3,5,0,0,0,0,0,0,13C2,13C,331B,357B,8A1,8A,330A,139A,1,NA,NA
1.7.30,5,0,0,0,0,0,0,6D5,6D,B22B,P27F,13B3,13B,P63B,Y123G,1,NA,NA
1.7.31,5,1,1,0,0,0,0,7D1,7D,356A,140B,11B1,11B,R84E,R81D,1,NA,NA
1.7.32,5,0,0,0,0,0,0,12D1,12D,P62E,R80D,13B3,13B,P63B,Y123G,1,NA,NA
1.7.33,5,0,0,0,0,0,0,13B2,13B,P63B,Y123G,5A3,5A,P29D,P63G,1,NA,NA
1.7.34,5,0,0,0,0,0,0,13B5,13B,P63B,Y123G,3D1,3D,P27D,B22C,1,NA,NA
1.7.35,5,0,0,0,0,0,0,13A2,13A,P71D,P29I,10B3,10B,P38D,R81E,1,NA,NA
1.7.36,5,0,0,0,0,0,0,7D1,7D,356A,140B,17D2,17D,Y126C,Y124D,1,NA,NA
1.7.37,5,0,0,0,0,0,0,13E2,13E,R82K,Y123G,10C1,10C,P83E,B112F,1,NA,NA
1.7.38,5,0,0,0,0,0,0,13C1,13C,331B,357B,15C2,15C,P100D,B22C,1,NA,NA
1.7.39,5,0,0,0,0,0,0,2A4,2A,P64B,B88B,5A8,5A,P29D,P63G,1,NA,NA
1.7.4,5,0,0,0,0,0,0,11D1,11D,140C,122C,19C1,19C,B112E,R83F,1,NA,NA
1.7.40,5,0,0,0,0,0,0,8C1,8C,140B,122B,20A3,20A,P83B,P62I,1,NA,NA
1.7.41,5,0,0,0,0,0,0,6D1,6D,B22B,P27F,13B6,13B,P63B,Y123G,1,NA,NA
1.7.42,5,0,0,0,0,0,0,8B1,8B,P31M,P63A,20E1,20E,R88B,B86B,1,NA,NA
1.7.43,5,0,0,0,0,0,0,5D1,5D,B88A,B110E,16E1,16E,136A,356A,1,NA,NA
1.7.5,5,0,0,0,0,0,0,1B2,1B,14C,122C,19D2,19D,B113A,R84A,1,NA,NA
1.7.6,5,2,1,0,0,0,1,1E1,1E,31A,11A,16C1,16C,331A,32A,1,190,NA
1.7.7,5,0,0,0,0,0,0,2A1,2A,P64B,B88B,16C2,16C,331A,32A,1,NA,NA
1.7.8,5,0,0,0,0,0,0,2A5,2A,P64B,B88B,7A2,7A,P64D,B86B,1,NA,NA
1.7.9,5,0,0,0,0,0,0,14A2,14A,Y125E,R83F,3E1,3E,B111D,B112F,1,NA,NA
1.8.1,5,0,0,0,0,0,0,20A2,20A,P83B,P62I,2A4,2A,P64B,B88B,1,NA,NA
1.8.10,5,0,0,0,0,0,0,4C1,4C,P29C,R81E,17D2,17D,Y126C,Y124D,1,NA,NA
1.8.11,5,1,0,0,0,0,0,7B2,7B,P64F,P29H,11D1,11D,140C,122C,1,183,NA
1.8.12,5,0,0,0,0,0,0,5D3,5D,B88A,B110E,20B1,20B,P62K,P38H,1,NA,NA
1.8.13,5,2,1,0,0,0,1,13B3,13B,P63B,Y123G,11C2,11C,R880,B45H,1,152,NA
1.8.14,5,1,1,0,0,0,0,2A5,2A,P64B,B88B,7A1,7A,P64D,B86B,1,173,NA
1.8.15,5,0,0,0,0,0,0,15D1,15D,R88H,B22C,7B2,7B,P64F,P29H,1,NA,NA
1.8.16,5,0,0,0,0,0,0,13E1,13E,R82K,Y123G,18C3,18C,P64C,R83F,1,NA,NA
1.8.17,5,0,0,0,0,0,0,17D2,17D,Y126C,Y124D,4C1,4C,P29C,R81E,1,NA,NA
1.8.18,5,0,0,0,0,0,0,7A1,7A,P64D,B86B,8C1,8C,140B,122B,1,NA,NA
1.8.19,5,0,0,0,0,0,0,16C1,16C,331A,32A,1E1,1E,31A,11A,1,NA,NA
1.8.2,5,1,1,1,10,0,0,8A1,8A,330A,139A,8D1,8D,378A,375A,1,152,216
1.8.20,5,0,0,0,0,0,0,20A3,20A,P83B,P62I,16D2,16D,337A,120B,1,NA,NA
1.8.21,5,0,0,0,0,0,0,20A3,20A,P83B,P62I,16D3,16D,337A,120B,1,NA,NA
1.8.22,5,0,0,0,0,0,0,18B2,18B,P62H,P71A,9D1,9D,P38C,R80H,1,NA,NA
1.8.23,5,0,0,0,0,0,0,4C2,4C,P29C,R81E,17D2,17D,Y126C,Y124D,1,NA,NA
1.8.24,5,0,0,0,0,0,0,11D1,11D,140C,122C,7B2,7B,P64F,P29H,1,NA,NA
1.8.25,5,0,0,0,0,0,0,13E1,13E,R82K,Y123G,14B1,14B,P83I,P29I,1,NA,NA
1.8.26,5,0,0,0,0,0,0,9D3,9D,P38C,R80H,18B3,18B,P62H,P71A,1,NA,NA
1.8.27,5,0,0,0,0,0,0,13B6,13B,P63B,Y123G,6D2,6D,B22B,P27F,1,NA,NA
1.8.28,5,0,0,0,0,0,0,1B2,1B,14C,122C,19D1,19D,B113A,R84A,1,NA,NA
1.8.29,1,0,0,0,0,0,0,19A1,19A,R82I,P62I,4C2,4C,P29C,R81E,1,NA,NA
1.8.3,5,0,0,0,0,0,0,10B3,10B,P38D,R81E,13A2,13A,P71D,P29I,1,NA,NA
1.8.30,5,1,1,1,3,0,1,13B6,13B,P63B,Y123G,6D1,6D,B22B,P27F,1,152,208
1.8.31,5,0,0,0,0,0,0,17D2,17D,Y126C,Y124D,7D1,7D,356A,140B,1,NA,NA
1.8.4,5,2,2,1,10,12,0,14A2,14A,Y125E,R83F,16E1,16E,136A,356A,1,152,216
1.8.5,5,0,0,0,0,0,0,16C2,16C,331A,32A,1E1,1E,31A,11A,1,NA,NA
1.8.6,2,0,0,0,0,0,0,1E1,1E,31A,11A,2C1,2C,122B,136A,1,NA,NA
1.8.7,5,0,0,0,0,0,0,14B1,14B,P83I,P29I,13E1,13E,R82K,Y123G,1,NA,NA
1.8.8,5,0,0,0,0,0,0,9A3,9A,R88G,P63J,9E1,9E,P29J,P29A,1,NA,NA
1.8.9,5,1,1,0,0,0,0,13B6,13B,P63B,Y123G,6D5,6D,B22B,P27F,1,173,NA
1.9.1,5,0,0,0,0,0,0,10B3,10B,P38D,R81E,19D2,19D,B113A,R84A,1,NA,NA
1.9.10,5,0,0,0,0,0,0,16D3,16D,337A,120B,1E1,1E,31A,11A,1,NA,NA
1.9.2,5,0,0,0,0,0,0,15D2,15D,R88H,B22C,1B2,1B,14C,122C,1,NA,NA
1.9.3,5,0,0,0,0,0,0,19D4,19D,B113A,R84A,IB2,I,NA,NA,1,NA,NA
1.9.4,5,1,1,0,0,0,0,8A1,8A,330A,139A,13C2,13C,331B,357B,1,183,NA
1.9.5,5,0,0,0,0,0,0,7E1,7E,130C,129B,18B3,18B,P62H,P71A,1,NA,NA
1.9.6,5,0,0,0,0,0,0,4C2,4C,P29C,R81E,11B1,11B,R84E,R81D,1,NA,NA
1.9.7,5,0,0,0,0,0,0,8C1,8C,140B,122B,7A1,7A,P64D,B86B,1,NA,NA
1.9.8,5,0,0,0,0,0,0,21B1,21B,P62B,R85A,13C1,13C,331B,357B,1,NA,NA
1.9.9,3,0,0,0,0,0,0,6D3,6D,B22B,P27F,13B3,13B,P63B,Y123G,1,NA,NA
2.1.1,5,0,0,0,0,0,0,20A2,20A,P83B,P62I,2A4,2A,P64B,B88B,2,NA,NA
2.1.10,5,0,0,0,0,0,0,10C1,10C,P83E,B112F,11E1,11E,130A,139A,2,NA,NA
2.1.11,5,0,0,0,0,0,0,20A3,20A,P83B,P62I,16D2,16D,337A,120B,2,NA,NA
2.1.12,5,1,1,0,0,0,0,13C2,13C,331B,357B,15C1,15C,P100D,B22C,2,NA,NA
2.1.13,5,0,0,0,0,0,0,1E1,1E,31A,11A,16C1,16C,331A,32A,2,NA,NA
2.1.14,5,0,0,0,0,0,0,20A2,20A,P83B,P62I,16D2,16D,337A,120B,2,NA,NA
2.1.15,5,0,0,0,0,0,0,20E2,20E,R88B,B86B,10B3,10B,P38D,R81E,2,NA,NA
2.1.16,5,0,0,0,0,0,0,1B2,1B,14C,122C,19D2,19D,B113A,R84A,2,NA,NA
2.1.17,5,0,0,0,0,0,0,8A1,8A,330A,139A,8D2,8D,378A,375A,2,NA,NA
2.1.18,5,0,0,0,0,0,0,6D1,6D,B22B,P27F,13B6,13B,P63B,Y123G,2,NA,NA
2.1.19,5,0,0,0,0,0,0,8B1,8B,P31M,P63A,19D4,19D,B113A,R84A,2,NA,NA
2.1.2,5,0,0,0,0,0,0,16C2,16C,331A,32A,2A2,2A,P64B,B88B,2,NA,NA
2.1.20,5,0,0,0,0,0,0,11C1,11C,R880,B45H,14B6,14B,P83I,P29I,2,NA,NA
2.1.21,1,0,0,0,0,0,0,16C3,16C,331A,32A,2A3,2A,P64B,B88B,2,NA,NA
2.1.22,5,0,0,0,0,0,0,6D4,6D,B22B,P27F,13B6,13B,P63B,Y123G,2,NA,NA
2.1.23,5,0,0,0,0,0,0,20A2,20A,P83B,P62I,8C1,8C,140B,122B,2,NA,NA
2.1.24,5,0,0,0,0,0,0,16D2,16D,337A,120B,20A3,20A,P83B,P62I,2,NA,NA
2.1.25,5,2,1,1,1,3,0,10B1,10B,P38D,R81E,13A2,13A,P71D,P29I,2,176,NA
2.1.26,5,0,0,0,0,0,0,4A2,4A,P29E,B22C,16E1,16E,136A,356A,2,NA,NA
2.1.27,5,0,0,0,0,0,0,14A2,14A,Y125E,R83F,9D3,9D,P38C,R80H,2,NA,NA
2.1.28,5,0,0,0,0,0,0,9D3,9D,P38C,R80H,1D1,1D,P31C,P63A,2,NA,NA
2.1.29,5,0,0,0,0,0,0,4A1,4A,P29E,B22C,12C1,12C,R85B,P71A,2,NA,NA
2.1.3,5,0,0,0,0,0,0,1E2,1E,31A,11A,20E2,20E,R88B,B86B,2,NA,NA
2.1.30,5,1,1,1,4,25,0,16C2,16C,331A,32A,2A1,2A,P64B,B88B,2,176,NA
2.1.31,5,1,0,0,0,0,1,18C2,18C,P64C,R83F,13E2,13E,R82K,Y123G,2,162,NA
2.1.33,5,0,0,0,0,0,0,15C1,15C,P100D,B22C,13C1,13C,331B,357B,2,NA,NA
2.1.34,5,5,3,1,7,0,0,11C2,11C,R880,B45H,13B3,13B,P63B,Y123G,2,162,210
2.1.4,5,0,0,0,0,0,0,19D4,19D,B113A,R84A,8B1,8B,P31M,P63A,2,NA,NA
2.1.5,5,0,0,0,0,0,0,13E2,13E,R82K,Y123G,10C1,10C,P83E,B112F,2,NA,NA
2.1.6,1,0,0,0,0,0,0,17D2,17D,Y126C,Y124D,4C1,4C,P29C,R81E,2,NA,NA
2.1.7,5,0,0,0,0,0,0,13C1,13C,331B,357B,15C2,15C,P100D,B22C,2,NA,NA
2.1.8,5,0,0,0,0,0,0,16E1,16E,136A,356A,5D2,5D,B88A,B110E,2,NA,NA
2.1.9,5,0,0,0,0,0,0,1B2,1B,14C,122C,19D4,19D,B113A,R84A,2,NA,NA
2.2.1,5,1,1,0,0,0,0,18B3,18B,P62H,P71A,7E1,7E,130C,129B,2,170,NA
2.2.10,5,1,1,0,0,0,0,18A2,18A,14C,122E,13C1,13C,331B,357B,2,202,NA
2.2.11,5,0,0,0,0,0,0,13E1,13E,R82K,Y123G,14B1,14B,P83I,P29I,2,NA,NA
2.2.12,5,0,0,0,0,0,0,5D2,5D,B88A,B110E,12C1,12C,R85B,P71A,2,NA,NA
2.2.13,5,0,0,0,0,0,0,15D2,15D,R88H,B22C,7B1,7B,P64F,P29H,2,NA,NA
2.2.14,5,0,0,0,0,0,0,19D4,19D,B113A,R84A,1B2,1B,14C,122C,2,NA,NA
2.2.15,5,2,2,1,6,5,1,10B1,10B,P38D,R81E,19D3,19D,B113A,R84A,2,145,210
2.2.16,5,0,0,0,0,0,0,19D4,19D,B113A,R84A,10B3,10B,P38D,R81E,2,NA,NA
2.2.17,5,0,0,0,0,0,0,21A1,21A,P63L,B51C,6D5,6D,B22B,P27F,2,NA,NA
2.2.18,5,1,1,1,5,34,0,13B6,13B,P63B,Y123G,6D5,6D,B22B,P27F,2,202,240
2.2.19,5,0,0,0,0,0,0,14A1,114A,NA,NA,7E2,7E,130C,129B,2,NA,NA
2.2.2,5,0,0,0,0,0,0,15D1,15D,R88H,B22C,7B3,7B,P64F,P29H,2,NA,NA
2.2.20,5,0,0,0,0,0,0,4C2,4C,P29C,R81E,11B2,11B,R84E,R81D,2,NA,NA
2.2.21,5,0,0,0,0,0,0,9E1,9E,P29J,P29A,11B1,11B,R84E,R81D,2,NA,NA
2.2.22,5,0,0,0,0,0,0,16C1,16C,331A,32A,2A1,2A,P64B,B88B,2,NA,NA
2.2.23,5,0,0,0,0,0,0,14B2,14B,P83I,P29I,13E2,13E,R82K,Y123G,2,NA,NA
2.2.24,5,0,0,0,0,0,0,8B1,8B,P31M,P63A,19D1,19D,B113A,R84A,2,NA,NA
2.2.25,5,0,0,0,0,0,0,10C1,10C,P83E,B112F,13E1,13E,R82K,Y123G,2,NA,NA
2.2.26,5,0,0,0,0,0,0,11D1,11D,140C,122C,7B1,7B,P64F,P29H,2,NA,NA
2.2.27,5,0,0,0,0,0,0,14A2,14A,Y125E,R83F,7E2,7E,130C,129B,2,NA,NA
2.2.28,5,0,0,0,0,0,0,5D1,5D,B88A,B110E,12C1,12C,R85B,P71A,2,NA,NA
2.2.29,5,3,3,1,5,0,0,2A5,2A,P64B,B88B,20A2,20A,P83B,P62I,2,170,240
2.2.3,5,2,2,1,3,15,0,8C1,8C,140B,122B,20A2,20A,P83B,P62I,2,NA,240
2.2.30,5,0,0,0,0,0,0,20E2,20E,R88B,B86B,10B1,10B,P38D,R81E,2,NA,NA
2.2.31,5,0,0,0,0,0,0,4C1,4C,P29C,R81E,5A3,5A,P29D,P63G,2,NA,NA
2.2.32,5,0,0,0,0,0,0,5A5,5A,P29D,P63G,2A4,2A,P64B,B88B,2,NA,NA
2.2.33,5,0,0,0,0,0,0,2B1,2B,140A,356A,13B6,13B,P63B,Y123G,2,NA,NA
2.2.34,5,0,0,0,0,0,0,8B1,8B,P31M,P63A,13A2,13A,P71D,P29I,2,NA,NA
2.2.4,5,0,0,0,0,0,0,13B5,13B,P63B,Y123G,5A3,5A,P29D,P63G,2,NA,NA
2.2.5,5,1,1,1,2,0,0,9A3,9A,R88G,P63J,9E1,9E,P29J,P29A,2,202,240
2.2.6,5,2,2,0,0,0,1,21B2,21B,P62B,R85A,13C1,13C,331B,357B,2,145,NA
2.2.7,5,0,0,0,0,0,0,9A1,9A,R88G,P63J,4C2,4C,P29C,R81E,2,NA,NA
2.2.8,5,0,0,0,0,0,0,13B6,13B,P63B,Y123G,6D1,6D,B22B,P27F,2,NA,NA
2.2.9,5,0,0,0,0,0,0,2A5,2A,P64B,B88B,5A6,5A,P29D,P63G,2,NA,NA
2.3.1,5,0,0,0,0,0,0,3D2,3D,P27D,B22C,13B2,13B,P63B,Y123G,2,NA,NA
2.3.10,5,1,1,0,0,0,0,1D1,1D,P31C,P63A,9D3,9D,P38C,R80H,2,NA,NA
2.3.11,5,0,0,0,0,0,0,7B1,7B,P64F,P29H,15D2,15D,R88H,B22C,2,NA,NA
2.3.12,5,0,0,0,0,0,0,12C1,12C,R85B,P71A,4A1,4A,P29E,B22C,2,NA,NA
2.3.13,5,0,0,0,0,0,0,7B3,7B,P64F,P29H,15D2,15D,R88H,B22C,2,NA,NA
2.3.14,5,0,0,0,0,0,0,11D1,11D,140C,122C,7B2,7B,P64F,P29H,2,NA,NA
2.3.15,5,0,0,0,0,0,0,17D2,17D,Y126C,Y124D,9E1,9E,P29J,P29A,2,NA,NA
2.3.16,5,0,0,0,0,0,0,16C2,16C,331A,32A,1E1,1E,31A,11A,2,NA,NA
2.3.17,5,0,0,0,0,0,0,13B2,13B,P63B,Y123G,3D2,3D,P27D,B22C,2,NA,NA
2.3.18,5,0,0,0,0,0,0,9D3,9D,P38C,R80H,14A1,14A,Y125E,R83F,2,NA,NA
2.3.19,5,0,0,0,0,0,0,20E2,20E,R88B,B86B,1B2,1B,14C,122C,2,NA,NA
2.3.2,5,0,0,0,0,0,0,18C3,18C,P64C,R83F,13E1,13E,R82K,Y123G,2,NA,NA
2.3.20,5,0,0,0,0,0,0,6D5,6D,B22B,P27F,13B6,13B,P63B,Y123G,2,NA,NA
2.3.21,5,0,0,0,0,0,0,12C1,12C,R85B,P71A,5D2,5D,B88A,B110E,2,NA,NA
2.3.22,5,0,0,0,0,0,0,1E1,1E,31A,11A,15A1,15A,B114C,B110E,2,NA,NA
2.3.23,5,0,0,0,0,0,0,13B2,13B,P63B,Y123G,5A3,5A,P29D,P63G,2,NA,NA
2.3.24,5,1,1,1,3,16,0,20A3,20A,P83B,P62I,2A4,2A,P64B,B88B,2,NA,240
2.3.26,5,0,0,0,0,0,0,15A1,15A,B114C,B110E,1E1,1E,31A,11A,2,NA,NA
2.3.27,5,0,0,0,0,0,0,7B3,7B,P64F,P29H,15D1,15D,R88H,B22C,2,NA,NA
2.3.28,5,0,0,0,0,0,0,8B1,8B,P31M,P63A,19D3,19D,B113A,R84A,2,NA,NA
2.3.29,5,0,0,0,0,0,0,9D3,9D,P38C,R80H,18B3,18B,P62H,P71A,2,NA,NA
2.3.3,5,0,0,0,0,0,0,1B2,1B,14C,122C,19D3,19D,B113A,R84A,2,NA,NA
2.3.30,5,0,0,0,0,0,0,10B1,10B,P38D,R81E,13A1,13A,P71D,P29I,2,NA,NA
2.3.31,5,0,0,0,0,0,0,15D1,15D,R88H,B22C,19C1,19C,B112E,R83F,2,NA,NA
2.3.32,5,0,0,0,0,0,0,2C1,2C,122B,136A,1E1,1E,31A,11A,2,NA,NA
2.3.33,5,0,0,0,0,0,0,5A3,5A,P29D,P63G,13B2,13B,P63B,Y123G,2,NA,NA
2.3.34,1,0,0,0,0,0,0,16C2,16C,331A,32A,19E1,19E,140B,356A,2,NA,NA
2.3.4,5,0,0,0,0,0,0,8A1,8A,330A,139A,13C1,13C,331B,357B,2,NA,NA
2.3.5,5,0,0,0,0,0,0,15D1,15D,R88H,B22C,11C1,11C,R880,B45H,2,NA,NA
2.3.6,5,0,0,0,0,0,0,19C1,19C,B112E,R83F,15D1,15D,R88H,B22C,2,NA,NA
2.3.7,5,0,0,0,0,0,0,7B1,7B,P64F,P29H,15D2,15D,R88H,B22C,2,NA,NA
2.3.8,5,0,0,0,0,0,0,19D2,19D,B113A,R84A,1B2,1B,14C,122C,2,NA,NA
2.3.9,5,0,0,0,0,0,0,10B3,10B,P38D,R81E,19D4,19D,B113A,R84A,2,NA,NA
2.4.1,5,0,0,0,0,0,0,16E1,16E,136A,356A,4A1,4A,P29E,B22C,2,NA,NA
2.4.10,5,1,1,0,0,0,0,16D4,16D,337A,120B,20A3,20A,P83B,P62I,2,NA,NA
2.4.11,5,0,0,0,0,0,0,15D1,15D,R88H,B22C,7B2,7B,P64F,P29H,2,NA,NA
2.4.12,5,0,0,0,0,0,0,13B2,13B,P63B,Y123G,5A1,5A,P29D,P63G,2,NA,NA
2.4.13,5,0,0,0,0,0,0,4C2,4C,P29C,R81E,9A3,9A,R88G,P63J,2,NA,NA
2.4.14,5,0,0,0,0,0,0,14B2,14B,P83I,P29I,13E1,13E,R82K,Y123G,2,NA,NA
2.4.15,5,0,0,0,0,0,0,13B6,13B,P63B,Y123G,6D4,6D,B22B,P27F,2,NA,NA
2.4.16,5,0,0,0,0,0,0,10C1,10C,P83E,B112F,13E2,13E,R82K,Y123G,2,NA,NA
2.4.17,5,4,1,1,7,18,0,14B1,14B,P83I,P29I,13E2,13E,R82K,Y123G,2,170,223
2.4.18,5,0,0,0,0,0,0,10B1,10B,P38D,R81E,19D2,19D,B113A,R84A,2,NA,NA
2.4.19,5,0,0,0,0,0,0,13A2,13A,P71D,P29I,10B1,10B,P38D,R81E,2,NA,NA
2.4.2,5,0,0,0,0,0,0,13E1,13E,R82K,Y123G,18C3,18C,P64C,R83F,2,NA,NA
2.4.20,5,0,0,0,0,0,0,11C2,11C,R880,B45H,13B6,13B,P63B,Y123G,2,NA,NA
2.4.21,5,0,0,0,0,0,0,18B3,18B,P62H,P71A,9D3,9D,P38C,R80H,2,NA,NA
2.4.22,5,2,1,1,20,64,0,10B1,10B,P38D,R81E,20E2,20E,R88B,B86B,2,147,210
2.4.23,5,1,1,1,17,71,0,19D4,19D,B113A,R84A,10B1,10B,P38D,R81E,2,147,210
2.4.24,5,3,3,1,58,107,0,20E2,20E,R88B,B86B,8B2,8B,P31M,P63A,2,147,210
2.4.24,5,3,3,1,58,33,0,20E2,20E,R88B,B86B,8B2,8B,P31M,P63A,2,147,210
2.4.25,5,1,1,1,1,0,0,2A5,2A,P64B,B88B,7A1,7A,P64D,B86B,2,NA,NA
2.4.26,5,1,1,1,28,64,0,2A5,2A,P64B,B88B,5A5,5A,P29D,P63G,2,147,210
2.4.27,5,1,1,1,18,60,0,11D1,11D,140C,122C,10C2,10C,P83E,B112F,2,147,210
2.4.28,5,0,0,0,0,0,0,11D1,11D,140C,122C,7B3,7B,P64F,P29H,2,NA,NA
2.4.29,5,0,0,0,0,0,0,1E1,1E,31A,11A,2C1,2C,122B,136A,2,NA,NA
2.4.3,5,0,0,0,0,0,0,10B1,10B,P38D,R81E,19D4,19D,B113A,R84A,2,NA,NA
2.4.30,5,0,0,0,0,0,0,15D1,15D,R88H,B22C,7B1,7B,P64F,P29H,2,NA,NA
2.4.31,5,1,1,1,7,33,0,11D1,11D,140C,122C,19C1,19C,B112E,R83F,2,147,210
2.4.32,5,0,0,0,0,0,0,5D2,5D,B88A,B110E,16E1,16E,136A,356A,2,NA,NA
2.4.33,5,0,0,0,0,0,0,5D3,5D,B88A,B110E,16E1,16E,136A,356A,2,NA,NA
